x,rf_beta,rf_se,bf_beta,bf_se
0,0,0,0,0
1,0.09015623596444113,0.01607727832135138,14.851627103591506,6.404074361174333
2,0.0876589957240806,0.02107903511452406,21.087299716247664,10.107943833595737
3,0.1290906489528892,0.03501923165414073,24.831305939191225,13.707742295891775
